,salary,games,bats,runs,rbi,hits,doubles,triples,homeruns,walks,strike_outs,weight,height
785,514700,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,67
786,1750000,18.0,49.0,5.0,2.0,10.0,2.0,0.0,0.0,3.0,9.0,190,73
787,517300,19.0,41.0,9.0,3.0,11.0,5.0,1.0,0.0,4.0,9.0,185,71
788,514200,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,75
789,516500,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,71
790,512972,55.0,99.0,12.0,12.0,25.0,6.0,1.0,5.0,9.0,20.0,210,74
791,11000000,156.0,583.0,69.0,62.0,136.0,27.0,2.0,19.0,45.0,187.0,217,75
792,5000000,139.0,535.0,75.0,56.0,168.0,25.0,1.0,9.0,45.0,70.0,215,74
793,1800000,118.0,367.0,59.0,37.0,88.0,21.0,1.0,13.0,33.0,106.0,205,72
794,11400000,29.0,31.0,2.0,0.0,7.0,1.0,0.0,0.0,2.0,15.0,210,80
795,11000000,31.0,43.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,18.0,205,72
796,2500000,153.0,521.0,118.0,99.0,172.0,38.0,1.0,42.0,124.0,131.0,210,75
797,3500000,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,76
798,1000000,17.0,22.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,6.0,185,70
799,1200000,44.0,136.0,11.0,20.0,27.0,4.0,0.0,3.0,15.0,40.0,212,73
800,518200,97.0,187.0,14.0,27.0,38.0,12.0,0.0,6.0,11.0,45.0,220,74
801,3550000,128.0,475.0,41.0,68.0,109.0,16.0,0.0,15.0,21.0,101.0,241,73
802,2500000,80.0,311.0,43.0,25.0,82.0,16.0,0.0,5.0,36.0,70.0,200,73
803,529600,40.0,27.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,9.0,238,74
804,525000,126.0,309.0,44.0,34.0,84.0,15.0,1.0,10.0,37.0,52.0,240,77
805,17142000,34.0,69.0,4.0,0.0,15.0,0.0,0.0,0.0,2.0,23.0,208,75
806,9000000,61.0,246.0,38.0,22.0,74.0,17.0,0.0,5.0,25.0,26.0,210,72
807,2250000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228,74
808,5700000,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,73
809,7400000,23.0,38.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,17.0,240,77
810,508700,138.0,472.0,49.0,63.0,108.0,15.0,2.0,14.0,35.0,158.0,215,76
811,3500000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235,78
812,512800,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,225,77
813,507500,67.0,120.0,12.0,16.0,22.0,4.0,2.0,2.0,19.0,40.0,210,71
814,21000000,88.0,331.0,51.0,42.0,73.0,16.0,1.0,12.0,38.0,84.0,235,77
815,16500000,33.0,63.0,4.0,3.0,10.0,1.0,0.0,0.0,0.0,18.0,225,74
816,14000000,95.0,346.0,43.0,73.0,86.0,25.0,1.0,16.0,33.0,79.0,215,75
