uniqueid, salary ,games,bats,runs,rbi,hits,doubles,triples,homeruns,walks,strike_outs,weight,height
2015COLmatzety01,509500,6,8,3,0,3,1,0,0,0,1,230,75
2015LAAalvarjo02,509500,64,0,0,0,0,0,0,0,0,0,195,71
2015MILwootero01,509500,4,1,0,0,0,0,0,0,0,0,200,73
2015TEXkleinph01,509500,11,0,0,0,0,0,0,0,0,0,255,79
2015TEXmendero01,509500,12,0,0,0,0,0,0,0,0,0,245,75
2015KCAcolonch01,509525,43,107,8,6,31,5,0,0,11,17,215,70
2015CLEwalteza01,509600,12,30,0,3,4,0,0,0,0,15,210,74
2015CHAsanchca01,510000,120,389,40,31,87,23,1,5,19,81,210,72
2015CHNalcanar01,510000,11,26,5,1,2,0,0,0,5,11,170,70
2015CHNhendrky01,510000,32,60,2,1,3,1,0,0,1,24,190,75
2015CINdiazju03,510000,61,0,0,0,0,0,0,0,0,0,315,76
2015DETrondobr01,510000,35,0,0,0,0,0,0,0,0,0,275,75
2015LANgarciyi01,510000,59,0,0,0,0,0,0,0,0,0,228,74
2015LANpederjo01,510000,151,480,67,54,101,19,1,26,92,170,220,73
2015MINherrmch01,510000,45,103,13,10,15,5,1,2,7,37,200,72
2015NYApetitgr01,510000,20,42,7,5,7,3,0,0,3,16,200,70
2015NYApireljo01,510000,37,74,7,5,17,3,0,1,2,16,220,72
2015OAKphegljo01,510000,73,225,27,34,56,16,1,9,14,51,225,70
2015OAKsemiema01,510000,155,556,65,45,143,23,7,15,42,132,195,72
2015PHIhernace02,510000,127,405,57,35,110,20,4,1,40,86,195,70
2015PITdeckeja01,510000,23,28,8,1,6,1,1,0,7,9,190,69
2015SLNgrichra01,510000,103,323,49,47,89,23,7,17,22,110,216,74
2015NYAshrevch01,510275,59,0,0,0,0,0,0,0,0,0,180,76
2015BOSleonsa01,510400,41,114,8,3,21,2,0,0,7,28,235,70
2015ARIstitema01,510500,11,0,0,0,0,0,0,0,0,0,205,71
2015BOSwrighst01,510500,16,1,0,0,0,0,0,0,0,0,215,74
2015MILjeffrje01,510500,72,0,0,0,0,0,0,0,0,0,205,72
2015MILschaflo01,510500,69,122,17,6,27,6,1,1,12,29,200,73
2015MILthornty01,510500,24,3,0,0,0,0,0,0,0,1,190,71
2015TBAcolomal01,510800,43,0,0,0,0,0,0,0,0,0,225,73
2015TORhynesco01,510800,5,0,0,0,0,0,0,0,0,0,200,71
2015CLEcrockky01,510900,31,0,0,0,0,0,0,0,0,0,180,74
2015LAAnavaref01,511000,54,83,9,5,21,4,0,0,5,16,210,72
2015NYNmontera01,511000,5,2,0,0,0,0,0,0,0,1,190,72
2015NYAmartich02,511025,24,0,0,0,0,0,0,0,0,0,225,80
2015NYNcampber01,511065,71,173,28,19,34,8,0,3,26,37,215,75
2015HOUmarisja01,511200,133,339,46,36,80,15,4,9,18,105,220,76
2015LAAroberda09,511250,37,75,10,7,21,2,0,0,2,7,200,71
2015CLEramirjo01,511300,97,315,50,27,69,14,3,6,32,39,190,69
2015MILnelsoji02,511500,30,55,1,2,6,1,0,0,1,34,250,78
2015CLEhousetj01,511900,4,0,0,0,0,0,0,0,0,0,205,73
2015ARImarshev01,512000,13,0,0,0,0,0,0,0,0,0,235,74
2015TORpillake01,512000,159,586,76,56,163,31,2,12,28,85,200,72
2015SEAtayloch03,512400,37,94,9,1,16,3,1,0,6,31,196,73
2015ARIanderch01,512500,28,48,0,3,5,0,0,0,1,23,210,73
2015ARIowingch01,512500,147,515,59,43,117,27,5,4,26,144,185,70
2015CINnegrokr01,512500,43,93,5,2,13,2,0,0,9,23,190,72
2015COLarenano01,512500,157,616,97,130,177,43,4,42,34,110,215,74
2015COLdickeco01,512500,65,224,30,31,68,18,2,10,10,56,200,73
2015COLfriedch01,512500,68,3,0,0,0,0,0,0,0,0,222,76
2015LAAcroncj01,512500,113,378,37,51,99,17,1,16,17,82,235,76
2015LANbaezpe01,512500,52,0,0,0,0,0,0,0,0,0,232,72
2015MILfiersmi01,512500,21,30,0,0,3,0,0,0,0,12,211,74
2015MILsmithwi04,512500,76,0,0,0,0,0,0,0,0,0,255,77
2015OAKgrayso01,512500,31,6,0,0,1,0,0,0,0,4,195,70
2015OAKoteroda01,512500,41,0,0,0,0,0,0,0,0,0,205,75
2015OAKscribev01,512500,54,0,0,0,0,0,0,0,0,0,190,75
2015OAKvogtst01,512500,136,445,58,71,116,21,3,18,56,97,216,72
2015PHIbuchada01,512500,15,20,2,1,4,1,0,0,2,8,200,75
2015SEAolmosed01,512500,6,0,0,0,0,0,0,0,0,0,220,76
2015TBAyateski01,512800,20,0,0,0,0,0,0,0,0,0,205,70
2015TORgoinsry01,512800,128,376,52,45,94,16,4,5,39,83,180,70
2015WAStreinbl01,512800,60,2,0,0,0,0,0,0,0,1,225,77
2015HOUspringe01,512900,102,388,59,41,107,19,2,16,50,109,221,75
2015WASdendema01,512972,55,99,12,12,25,6,1,5,9,20,210,74
2015ARIinciaen01,513000,132,524,73,45,159,27,5,6,26,58,190,71
2015CHNlasteto01,513000,33,67,4,11,18,6,0,1,5,7,180,71
2015LAArasmuco02,513000,16,1,0,0,0,0,0,0,0,0,200,72
2015SEAwalketa01,513100,29,9,0,1,1,1,0,0,0,5,235,76
2015PHIgalvifr01,513500,151,559,63,50,147,14,5,7,30,103,190,70
2015NYNflorewi01,513543,137,483,55,59,127,22,0,16,19,63,213,74
2015TBAbelivje01,513600,5,0,0,0,0,0,0,0,0,0,190,73
2015TBAkiermke01,513800,151,505,62,40,133,25,12,10,24,95,210,73
2015TEXodorro01,513850,120,426,54,61,111,21,9,16,23,79,200,71
2015HOUharriwi02,513900,68,1,0,0,0,0,0,0,0,1,236,76
2015BALclevest01,514000,30,101,11,15,29,4,2,2,4,13,210,70
2015LAAmorinmi01,514000,47,0,0,0,0,0,0,0,0,0,220,76
2015WASbarreaa01,514200,40,0,0,0,0,0,0,0,0,0,230,75
2015ARIgosewtu01,514500,38,128,9,13,27,6,0,1,8,23,185,71
2015BOSbettsmo01,514500,145,597,92,77,174,42,8,18,46,82,180,69
2015CHNramirne01,514500,19,0,0,0,0,0,0,0,0,0,215,76
2015TORstromma01,514700,4,0,0,0,0,0,0,0,0,0,180,67
2015BALjosepca01,515000,100,320,38,49,75,16,1,11,27,72,205,75
2015BALparedji01,515000,104,363,46,42,100,17,2,10,19,111,230,75
2015BALschoojo01,515000,86,305,34,39,85,17,0,15,9,79,247,73
2015DETgosean01,515000,140,485,73,26,123,24,8,5,45,145,200,72
2015DETgreensh02,515000,18,5,0,0,0,0,0,0,0,5,200,76
2015DETkrolia01,515000,33,0,0,0,0,0,0,0,0,0,210,73
2015HOUgrossro01,515000,24,49,7,5,7,2,0,1,5,17,209,72
2015PHIrufda01,515000,106,268,30,39,63,12,0,12,21,69,232,74
2015TEXmartini01,515000,24,4,2,0,0,0,0,0,0,1,200,73
2015TEXschepta01,515200,42,0,0,0,0,0,0,0,0,0,200,76
2015PITcaminar01,515500,73,0,0,0,0,0,0,0,0,0,245,76
2015PITlamboan01,515500,20,25,1,0,1,1,0,0,2,8,220,75
2015HOUoberhbr01,515800,8,0,0,0,0,0,0,0,1,0,225,73
2015HOUpeacobr01,515800,1,0,0,0,0,0,0,0,0,0,207,73
2015TBAguyerbr01,515800,128,332,51,28,88,21,2,8,25,61,210,74
2015ARIdelarru01,516000,32,64,3,2,6,0,0,0,0,25,210,72
2015CHAshuckja01,516000,79,143,15,15,38,8,2,0,16,16,195,71
2015LAAgiavojo01,516250,129,453,51,49,123,25,5,4,32,59,185,68
2015HOUmchugco01,516300,32,8,1,0,1,0,0,0,0,4,191,74
2015SDNsolarya01,516400,152,526,63,63,142,33,4,14,34,56,220,71
2015MILgennesc01,516500,114,375,42,29,99,18,4,6,12,68,185,70
2015WAScedenxa01,516500,5,0,0,0,0,0,0,0,0,0,210,71
2015HOUfieldjo03,516700,54,0,0,0,0,0,0,0,0,0,191,72
2015TEXfreemsa01,517000,54,0,0,0,0,0,0,0,0,0,180,71
2015CLEhagadni01,517100,36,0,0,0,0,0,0,0,0,0,230,77
2015SDNdespaod01,517300,34,30,0,0,2,1,0,0,1,11,200,72
2015TORtollest01,517300,19,41,9,3,11,5,1,0,4,9,185,71
2015COLblackch02,517500,157,614,93,58,176,31,9,17,46,112,221,75
2015COLlemahdj01,517500,150,564,85,61,170,21,5,6,50,107,220,76
2015LAAshoemma01,517500,25,1,0,0,0,0,0,0,1,0,225,74
2015MINvargake01,517500,58,175,18,17,42,4,0,5,9,54,290,77
2015OAKpomerdr01,517500,53,0,0,0,0,0,0,0,0,0,246,77
2015PHIascheco01,517500,129,425,41,39,104,22,3,12,26,111,205,73
2015SFNkontoge01,517500,73,2,0,0,0,0,0,0,0,2,225,75
2015NYNreckean01,517880,32,80,6,5,10,1,0,2,11,35,240,74
2015PITsanchto01,518000,3,8,2,0,3,0,0,0,1,3,220,71
2015SLNsiegrke01,518000,81,0,0,0,0,0,0,0,0,0,230,77
2015CHAdrabeky01,518200,3,0,0,0,0,0,0,0,0,0,205,74
2015WASmoorety01,518200,97,187,14,27,38,12,0,6,11,45,220,74
2015TEXchiriro01,518290,78,233,33,34,54,16,1,10,28,62,220,73
2015TORhendrli01,518400,58,0,0,0,0,0,0,0,1,0,235,72
2015NYAmurphjr01,518700,67,155,21,14,43,9,1,3,12,43,200,71
2015BALmcfartj01,519000,30,0,0,0,0,0,0,0,0,0,200,75
2015PHIgileske01,519000,69,0,0,0,0,0,0,0,0,0,210,75
2015SEApaxtoja01,519000,13,2,0,0,0,0,0,0,0,2,227,76
2015ARIpolloaj01,519500,157,609,111,76,192,39,6,20,53,89,210,73
2015MILdaviskh01,519500,121,392,54,66,97,16,2,27,44,122,205,71
2015TEXtollesh01,519700,73,0,0,0,0,0,0,0,0,0,214,73
2015SDNmyerswi01,519800,60,225,40,29,57,13,1,8,27,55,207,75
2015ATLwoodal02,520000,20,33,1,4,5,1,0,0,3,21,215,76
2015CHApetrija01,520000,62,0,0,0,0,0,0,0,0,0,218,76
2015CHNoltmi01,520000,6,15,1,1,2,0,0,1,0,6,210,74
2015DETrominan01,520000,109,184,25,15,47,5,0,2,11,46,190,73
2015MIAhandbr01,520000,38,17,1,2,2,0,0,0,0,5,224,75
2015MINthompaa01,520000,41,0,0,0,0,0,0,0,0,0,205,75
2015SLNmartica04,520000,32,56,2,0,8,2,0,0,1,23,200,72
2015SLNwachami01,520000,30,52,5,4,8,1,0,0,4,20,215,78
2015SLNwongko01,520000,150,557,71,61,146,28,4,11,36,95,185,67
2015TORredmoto01,520000,7,0,0,0,0,0,0,0,0,0,240,75
2015TORhutchdr01,520100,31,0,0,0,0,0,0,0,0,0,215,75
2015CLEmcallza01,520400,61,0,0,0,0,0,0,0,0,0,240,78
2015PITfloripe01,521000,24,23,5,1,2,0,1,0,2,12,185,74
2015TBAboxbebr01,521400,69,0,0,0,0,0,0,0,0,0,211,70
2015BALgausmke01,522000,25,0,0,0,0,0,0,0,0,0,190,74
2015SLNkozmape01,522000,76,99,15,2,15,0,0,0,10,21,190,72
2015TBAodorija01,522000,28,4,0,0,0,0,0,0,0,2,190,74
2015CINbourgja01,522500,68,196,28,14,47,5,2,3,14,33,195,69
2015LANhatchch02,522500,49,1,0,0,0,0,0,0,0,0,200,73
2015LANrodrist02,522500,18,0,0,0,0,0,0,0,0,0,220,75
2015LANvanslsc01,522500,96,222,19,30,53,14,0,6,23,62,215,76
2015SFNpanikjo01,522500,100,382,59,37,119,27,2,8,38,42,205,73
2015TBAramirer02,522800,34,2,0,0,0,0,0,0,0,2,220,72
2015NYNtorreal01,522900,39,1,0,0,0,0,0,0,0,0,190,70
2015BALbrachbr01,523000,62,0,0,0,0,0,0,0,0,0,215,78
2015CHAgarciav01,523000,148,553,66,59,142,17,2,13,36,141,250,76
2015CHAjennida01,523000,53,0,0,0,0,0,0,0,0,0,215,75
2015SEAzuninmi01,523500,112,350,28,28,61,11,0,11,21,132,235,74
2015NYNfamilje01,523925,76,0,0,0,0,0,0,0,0,0,240,75
2015ARIcorbipa01,524000,16,25,1,3,3,0,0,0,3,11,220,76
2015HOUkeuchda01,524500,33,5,0,0,1,0,0,0,0,4,205,74
2015CHAputnaza01,525000,49,0,0,0,0,0,0,0,0,0,220,74
2015DETcasteni01,525000,154,549,42,73,140,33,6,15,39,152,203,76
2015PITpolangr01,525000,153,593,83,52,152,35,6,9,55,121,240,77
2015WASrobincl01,525000,126,309,44,34,84,15,1,10,37,52,240,77
2015HOUdedunsa01,525100,9,0,0,0,0,0,0,0,0,0,210,75
2015SDNvinceni01,525300,26,0,0,0,0,0,0,0,0,0,185,70
2015LAAnieuwki01,525415,10,22,4,1,3,2,0,0,2,9,225,75
2015NYNdarnatr01,525424,67,239,31,41,64,14,1,12,23,49,210,74
2015BALloughda01,525500,84,134,14,12,27,1,1,4,5,36,175,70
2015CINcingrto01,525500,35,2,1,1,0,0,0,0,0,1,217,76
2015MILperalwi01,525500,20,30,1,1,1,0,0,0,3,15,255,73
2015ARIdelgara01,526000,64,1,0,0,0,0,0,0,0,1,220,76
2015HOUgattiev01,526500,153,566,66,88,139,20,11,27,30,119,270,76
2015SEAfarquda01,527000,43,0,0,0,0,0,0,0,0,0,185,69
2015SEAmedinyo01,527300,12,0,0,0,0,0,0,0,0,0,245,75
2015SFNmachije01,527500,33,3,0,0,0,0,0,0,0,2,257,71
2015TORloupaa01,527500,60,0,0,0,0,0,0,0,0,0,210,71
2015SEAmillebr02,527600,144,438,44,46,113,22,4,11,47,101,195,74
2015BOSbradlja02,528000,74,221,43,43,55,17,4,10,27,69,196,70
2015PHIdefraju01,528000,61,3,0,0,1,0,0,0,0,1,225,76
2015NYNlagarju01,528696,143,441,47,41,114,16,5,6,16,87,219,74
2015WASroarkta01,529600,40,27,1,0,5,2,0,0,0,9,238,74
2015ATLavilalu01,530000,50,0,0,0,0,0,0,0,0,0,220,74
2015MIAramosaj01,530000,71,0,0,0,0,0,0,0,0,0,200,70
2015MINsantada01,530000,91,261,30,21,56,10,5,0,6,68,195,71
2015SLNmanesse01,530000,77,3,0,0,0,0,0,0,0,2,190,72
2015BOSholtbr01,530500,129,454,56,45,127,27,6,2,46,97,180,68
2015PITcolege01,531000,33,60,5,2,9,0,0,0,2,28,220,76
2015PITlockeje01,531000,30,45,1,2,3,1,0,0,2,18,200,72
2015CHNgrimmju01,531500,62,1,0,0,0,0,0,0,0,1,210,75
2015MIAmorribr01,531500,67,0,0,0,0,0,0,0,0,0,220,75
2015MIAsolando01,531500,55,90,6,7,17,3,1,0,1,18,210,68
2015KCAkratzer01,532500,4,4,0,1,0,0,0,0,0,2,250,76
2015MINarciaos01,532500,19,58,6,8,16,0,0,2,4,15,225,72
2015MINescobed01,532500,127,409,48,58,107,31,4,12,28,86,193,70
2015MILsegurje01,534000,142,560,57,50,144,16,5,6,13,93,220,70
2015SLNadamsma01,534000,60,175,14,24,42,9,0,5,10,41,245,75
2015ATLmillesh01,535000,33,56,1,0,3,2,0,0,4,29,225,75
2015CINhoovejj01,535000,67,0,0,0,0,0,0,0,0,0,240,75
2015SLNrosentr01,535000,68,1,0,0,0,0,0,0,0,1,230,74
2015PHIdiekmja01,535500,41,0,0,0,0,0,0,0,0,0,195,76
2015LAAcalhoko01,537500,159,630,78,83,161,23,2,26,45,164,205,70
2015MINgibsoky01,537500,32,5,0,0,1,0,0,0,0,2,215,78
2015PITmercejo03,538000,116,394,34,34,96,21,0,3,27,73,210,75
2015MIAcosarja01,540000,15,17,0,1,1,0,0,0,0,8,206,75
2015SDNmiddlwi01,540500,83,255,23,29,54,7,2,9,11,60,220,75
2015BOSbogaexa01,543000,156,613,84,81,196,35,3,7,32,101,218,74
2015CHNrondohe01,544000,72,0,0,0,0,0,0,0,0,0,225,75
2015CINhamilbi02,545000,114,412,56,28,93,8,3,4,28,75,160,72
2015MIAozunama01,545000,123,459,47,44,119,27,0,10,30,110,225,73
2015SDNnorride01,545000,147,515,65,62,129,33,2,14,35,131,235,72
2015CLEallenco01,547100,70,0,0,0,0,0,0,0,0,0,210,73
2015BALmachama01,548000,162,633,102,86,181,30,1,35,70,111,218,75
2015CHAgillaco01,550000,58,173,10,15,41,11,1,3,9,34,195,73
2015MINrobinsh01,550000,83,180,28,16,45,7,3,0,12,29,170,69
2015NYAgregodi01,553900,155,525,57,56,139,24,2,9,33,85,205,75
2015NYArominau01,554100,1,2,0,0,0,0,0,0,0,0,216,73
2015MIAkoehlto01,555000,32,50,2,1,6,1,0,0,2,28,235,74
2015NYAwilsoju10,556000,74,0,0,0,0,0,0,0,0,0,205,74
2015NYNdegroja01,556875,31,59,3,4,11,1,0,0,3,16,180,76
2015BOSlayneto01,557000,64,0,0,0,0,0,0,0,0,0,195,74
2015BOSrossro01,566500,54,0,0,0,0,0,0,0,0,0,215,71
2015MIAyelicch01,570000,126,476,63,44,143,30,2,7,47,101,195,75
2015NYAwarread01,572600,43,3,0,0,0,0,0,0,0,1,224,73
2015PHIjimence01,575000,3,0,0,0,0,0,0,0,0,0,215,72
2015BOSvarvaan01,576500,9,0,0,0,0,0,0,0,0,0,190,72
2015NYNtorreca01,582125,59,1,1,0,1,0,0,0,0,0,180,73
2015LANwielajo01,590000,2,1,0,0,0,0,0,0,0,1,205,74
2015ARIreynoma02,600000,18,0,0,0,0,0,0,0,0,0,240,77
2015BOSkellyjo05,603000,25,5,0,1,1,0,0,0,0,2,174,73
2015NYNharvema01,614125,29,65,1,7,7,2,0,1,0,31,220,76
2015OAKrodrife02,635000,56,0,0,0,0,0,0,0,0,0,235,75
2015PHImcgowdu01,650000,14,3,0,0,0,0,0,0,0,3,235,75
2015MIAfernajo02,651000,11,18,2,2,3,1,0,1,0,4,240,75
2015CHAjonesna01,660000,19,0,0,0,0,0,0,0,0,0,230,77
2015KCAyoungch03,675000,34,4,0,3,2,0,0,0,0,1,255,82
2015LANgrandya01,693000,115,355,43,47,83,12,0,16,65,92,225,74
2015TBAwilsobo02,700000,25,55,3,4,8,0,0,0,4,20,230,72
2015KCAcolemlo01,725000,4,0,0,0,0,0,0,0,0,0,205,76
2015NYNcarlybu01,725000,11,0,0,0,0,0,0,0,0,0,210,75
2015TEXbassan01,725000,33,0,0,0,0,0,0,0,0,0,200,74
2015MINboyerbl01,750000,68,0,0,0,0,0,0,0,0,0,235,75
2015SLNcruzto03,775000,69,142,6,11,29,7,1,2,6,32,215,71
2015OAKdoolise01,780000,12,0,0,0,0,0,0,0,0,0,204,74
2015ARIhudsoda01,800000,64,1,0,0,0,0,0,0,0,1,215,75
2015PHIgomezje01,800000,65,1,0,0,0,0,0,0,0,1,215,75
2015SFNsanchhe01,800000,28,56,5,5,10,4,0,1,2,14,220,72
2015TBAfrierer01,800000,22,0,0,0,0,0,0,0,0,0,205,72
2015MILmaldoma01,825000,79,229,19,22,48,7,0,4,23,65,230,72
2015CHAeatonad02,850000,153,610,98,56,175,28,9,14,58,131,180,69
2015KCAmadsory01,850000,68,0,0,0,0,0,0,0,0,0,234,78
2015PHIblancan01,850000,106,233,32,25,68,22,3,7,21,44,192,70
2015SDNnievewi01,850000,6,13,1,4,1,0,0,1,1,4,190,71
2015ARIpachejo01,900000,29,66,8,8,16,0,0,2,9,14,200,73
2015CHNherrejo03,900000,73,126,14,14,29,5,1,2,2,23,180,69
2015CLEatchisc01,900000,23,0,0,0,0,0,0,0,0,0,200,74
2015CLEswarzan01,900000,10,0,0,0,0,0,0,0,0,0,215,76
2015TEXrosalad01,900000,55,114,14,7,26,4,0,3,10,30,200,74
2015CHAguerrja01,937500,3,0,0,0,0,0,0,0,0,0,215,73
2015KCAventuyo01,950000,28,6,0,0,0,0,0,0,0,5,195,72
2015PHIfrancje02,950000,119,326,34,45,84,16,1,13,13,77,225,76
2015TEXcorpoca01,975000,33,107,10,15,19,4,0,3,6,40,240,74
2015LAAbuterdr01,987500,10,21,3,0,4,0,0,0,0,2,212,73
2015PITcervefr01,987500,130,451,56,43,133,17,5,7,46,94,220,72
2015LAAcowgico01,995000,55,69,10,2,13,2,1,1,4,19,190,69
2015ARIlairdge01,1000000,1,2,0,0,0,0,0,0,0,0,230,73
2015ATLteherju01,1000000,33,52,0,2,5,0,0,0,2,9,205,74
2015ATLyounger03,1000000,35,77,7,5,13,4,2,0,6,17,195,70
2015CINbadenbu01,1000000,68,1,0,0,0,0,0,0,0,0,205,77
2015CLEgomesya01,1000000,95,363,38,45,84,22,0,12,13,104,212,74
2015COLbetanra01,1000000,45,0,0,0,0,0,0,0,0,0,215,74
2015DETchambjo03,1000000,30,0,0,0,0,0,0,0,0,0,245,75
2015DETgorzeto01,1000000,48,0,0,0,0,0,0,0,0,0,218,75
2015HOUpreslal01,1000000,8,12,1,1,3,0,0,0,1,5,195,70
2015HOUthatcjo01,1000000,43,0,0,0,0,0,0,0,0,0,230,74
2015PITlizra01,1000000,14,1,0,0,0,0,0,0,0,0,200,74
2015SFNmaxweju01,1000000,100,249,26,26,52,8,2,7,20,76,225,76
2015TEXperezma02,1000000,14,2,0,0,0,0,0,0,0,2,200,72
2015TORsmoakju01,1000000,132,296,44,59,67,16,1,18,29,86,220,76
2015WASjohnsre02,1000000,17,22,0,3,5,1,0,0,0,6,185,70
2015TORsanchaa01,1021600,41,0,0,0,0,0,0,0,0,0,210,76
2015TBAfrankni01,1021800,44,101,11,7,16,4,1,3,7,37,190,73
2015ARIperalda01,1024000,149,462,61,78,144,26,10,17,44,107,210,73
2015MINnunezed02,1025000,72,188,23,20,53,14,1,4,12,29,195,72
2015HOUgonzama01,1062500,120,344,44,34,96,18,1,12,16,74,205,73
2015BALflahery01,1075000,91,267,34,31,54,8,3,9,26,81,205,75
2015HOUcongeha01,1075000,73,201,25,33,46,11,0,11,23,63,220,74
2015MILkintzbr01,1075000,7,1,0,0,0,0,0,0,0,0,200,70
2015OAKsogarer01,1075000,120,372,40,37,92,12,3,1,23,50,180,70
2015PIThugheja02,1075000,76,0,0,0,0,0,0,0,0,0,240,79
2015OAKabadfe01,1087500,62,0,0,0,0,0,0,0,0,0,235,74
2015COLmckenmi01,1087600,58,127,20,17,26,7,3,4,22,41,205,70
2015SFNishiktr01,1100000,6,5,1,0,0,0,0,0,1,3,220,75
2015TBAforsylo01,1100000,153,540,69,68,152,33,2,17,55,111,195,73
2015TEXfujikky01,1100000,2,0,0,0,0,0,0,0,0,0,190,72
2015LAApestavi01,1150000,19,0,0,0,0,0,0,0,0,0,210,72
2015SDNamarial01,1150000,118,324,28,30,66,10,4,3,24,55,160,66
2015TBAarchech01,1166667,34,5,0,0,0,0,0,0,0,3,195,74
2015CLEklubeco01,1200000,32,6,0,0,0,0,0,0,0,3,215,76
2015TBAriverre01,1200000,110,298,16,26,53,14,0,5,11,86,215,70
2015WASlobatjo01,1200000,44,136,11,20,27,4,0,3,15,40,212,73
2015KCAdysonja01,1225000,90,200,31,18,50,8,6,2,14,37,165,69
2015PITstewach01,1225000,58,159,9,15,46,8,0,0,6,29,215,76
2015CINboescbr01,1250000,51,89,4,5,13,2,0,1,4,30,225,76
2015KCAfrasoja01,1250000,26,0,0,0,0,0,0,0,0,0,180,69
2015MIAkellydo01,1250000,2,1,0,0,0,0,0,0,0,0,215,76
2015COLottavad01,1300000,10,0,0,0,0,0,0,0,0,0,246,77
2015SDNbarmecl01,1300000,98,207,24,16,48,14,1,3,10,55,200,73
2015SEAfurbuch01,1300000,33,0,0,0,0,0,0,0,0,0,215,77
2015LAAramosce01,1312000,65,0,0,0,0,0,0,0,0,0,200,74
2015PITmartest01,1333333,153,579,84,81,166,30,2,19,27,123,195,73
2015LAAsalasfe01,1370000,72,0,0,0,0,0,0,0,0,0,200,74
2015MINfienca01,1375000,62,0,0,0,0,0,0,0,0,0,210,74
2015SDNthayeda01,1375000,38,0,0,0,0,0,0,0,0,0,210,72
2015ARIcollmjo01,1400000,44,27,2,1,5,0,0,0,3,9,240,75
2015CINpenabr01,1400000,108,333,17,18,91,17,0,0,29,34,240,69
2015COLbrothre01,1400000,17,0,0,0,0,0,0,0,0,0,205,72
2015MIAphelpda01,1400000,23,34,0,0,4,0,0,0,0,16,198,74
2015OAKcookry01,1400000,4,0,0,0,0,0,0,0,0,0,227,73
2015SEAwilheto01,1400000,53,0,0,0,0,0,0,0,0,0,220,78
2015DETiglesjo01,1443750,120,416,44,23,125,17,3,2,25,44,195,71
2015NYNmaybejo02,1450000,59,110,8,9,18,6,1,3,9,33,235,78
2015SFNariasjo01,1450000,40,58,5,4,12,1,0,1,0,12,185,73
2015NYArogeres01,1480000,18,0,0,0,0,0,0,0,0,0,200,75
2015ATLjohnske05,1500000,62,182,20,34,50,5,0,9,13,43,200,73
2015BOSogandal01,1500000,64,0,0,0,0,0,0,0,0,0,200,76
2015CHAalberma01,1500000,30,0,0,0,0,0,0,0,0,0,225,73
2015CHAsotoge01,1500000,78,187,20,21,41,8,0,9,21,63,225,73
2015CINgreggke01,1500000,11,0,0,0,0,0,0,0,0,0,245,78
2015CINmarquja01,1500000,10,16,2,1,3,1,0,0,0,4,220,73
2015CLEtomlijo01,1500000,10,0,0,0,0,0,0,0,0,0,190,73
2015COLdescada01,1500000,101,185,22,22,38,3,2,5,20,45,190,70
2015MIAmathije01,1500000,32,93,9,12,15,4,1,2,7,24,205,72
2015PHIbillich01,1500000,7,13,2,1,1,0,0,1,0,5,240,73
2015CLEshawbr01,1550000,74,0,0,0,0,0,0,0,0,0,226,73
2015MINschafjo02,1550000,27,69,9,5,15,3,0,0,3,23,205,73
2015ATLjohnsji04,1600000,49,0,0,0,0,0,0,0,0,0,250,78
2015KCAherreke01,1600000,72,0,0,0,0,0,0,0,0,0,220,70
2015OAKgentrcr01,1600000,26,50,6,3,6,0,2,0,4,15,190,74
2015SDNalonsyo01,1650000,103,354,50,31,100,18,1,5,42,48,230,73
2015SLNbourjpe01,1650000,117,195,32,13,39,8,3,4,19,59,190,73
2015OAKvalenda01,1675000,47,183,33,37,52,10,1,11,20,40,210,74
2015CINiglesra01,1714286,18,30,0,1,2,0,1,0,0,13,190,74
2015DETalbural01,1725000,67,0,0,0,0,0,0,0,0,0,195,72
2015KCAperezsa02,1750000,142,531,52,70,138,25,0,21,13,82,255,75
2015OAKfuldsa01,1750000,120,290,34,22,57,16,3,2,30,55,180,69
2015PITwatsoto01,1750000,77,0,0,0,0,0,0,0,0,0,224,75
2015TORtholejo01,1750000,18,49,5,2,10,2,0,0,3,9,190,73
2015WASespinda01,1800000,118,367,59,37,88,21,1,13,33,106,205,72
2015BOSnavada01,1850000,29,66,6,7,10,2,0,0,8,17,195,70
2015CINlecursa01,1850000,19,1,0,0,0,0,0,0,0,0,210,72
2015KCAmoralfr01,1850000,67,0,0,0,0,0,0,0,0,0,210,73
2015NYNtejadru01,1880000,116,360,36,28,94,23,0,3,38,70,200,71
2015PITrodrise01,1900000,139,224,25,17,55,12,1,4,5,63,199,72
2015MIAhechaad01,1925000,130,470,54,48,132,17,6,5,23,78,195,72
2015OAKlawribr01,1925000,149,562,64,60,146,29,3,16,28,144,210,72
2015CLEbauertr01,1940000,31,6,0,0,1,0,0,0,1,1,205,73
2015CHAnoesihe01,1950000,10,0,0,0,0,0,0,0,0,0,220,76
2015ARIhernada01,2000000,40,0,0,0,0,0,0,0,0,0,245,75
2015ATLpierzaj01,2000000,113,407,38,49,122,24,1,9,19,37,250,75
2015BOSbreslcr01,2000000,45,0,0,0,0,0,0,0,0,0,190,72
2015CHAbeckhgo01,2000000,100,211,24,20,44,8,0,6,19,43,188,72
2015HOUsingljo02,2000000,19,47,6,6,9,2,0,1,10,17,230,74
2015KCAmedlekr01,2000000,15,0,1,0,0,0,0,0,0,0,190,70
2015MIAsuzukic01,2000000,153,398,45,21,91,5,6,1,31,51,175,71
